Cell Reference,nCube ID,nCube Name,N of Variables,Variable 1,Cat 1 Seq,Category 1,Variable 2,Cat 2 Seq,Category 2,Variable 3,Cat 3 Seq,Category 3, Variable 4,Cat 4 Seq,Category 4
OCC_RAW1841:male/o20/1889,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1889,Mat-maker,,,
OCC_RAW1841:male/o20/1899,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1899,Measure (Tape) maker,,,
OCC_RAW1841:male/o20/190,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,190,Bit-maker (all branches),,,
OCC_RAW1841:male/o20/1900,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1900,Measure-maker,,,
OCC_RAW1841:male/o20/1904,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1904,Medalist and Medal-maker,,,
OCC_RAW1841:male/o20/1907,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1907,Medicine Vender,,,
OCC_RAW1841:male/o20/1911,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1911,Merchant,,,
OCC_RAW1841:male/o20/1915,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1915,Mercury-dealer,,,
OCC_RAW1841:male/o20/1917,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1917,Metal Agent, Merchant, and Dealer,,,
OCC_RAW1841:male/o20/1925,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1925,Metal-manufacture (all branches),,,
OCC_RAW1841:male/o20/1932,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1932,Meter (branch not specified),,,
OCC_RAW1841:male/o20/1934,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1934,Midwife,,,
OCC_RAW1841:male/o20/1938,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1938,Milk-seller and Cow-keeper,,,
OCC_RAW1841:male/o20/1945,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1945,Miller,,,
OCC_RAW1841:male/o20/1949,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1949,Millstone-maker,,,
OCC_RAW1841:male/o20/195,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,195,Blacking-maker and dealer,,,
OCC_RAW1841:male/o20/1951,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1951,Millwright,,,
OCC_RAW1841:male/o20/1952,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1952,Mine Agent,,,
OCC_RAW1841:male/o20/1962,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1962,Miner (branch not specified),,,
OCC_RAW1841:male/o20/1963,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1963,Miner, Calamine,,,
OCC_RAW1841:male/o20/1966,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1966,Miner, Coal,,,
OCC_RAW1841:male/o20/1967,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1967,Miner, Copper,,,
OCC_RAW1841:male/o20/1968,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1968,Miner, Iron,,,
OCC_RAW1841:male/o20/1969,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1969,Miner, Jet,,,
OCC_RAW1841:male/o20/1970,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1970,Miner, Lead,,,
OCC_RAW1841:male/o20/1972,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1972,Miner, Manganese,,,
OCC_RAW1841:male/o20/1976,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1976,Miner, Salt,,,
OCC_RAW1841:male/o20/1978,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1978,Miner, Silver and Lead,,,
OCC_RAW1841:male/o20/198,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,198,Black-lead-manufacture,,,
OCC_RAW1841:male/o20/1980,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1980,Miner, Tin,,,
OCC_RAW1841:male/o20/1981,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1981,Miner, Tin and Copper,,,
OCC_RAW1841:male/o20/1990,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1990,Mineralogist and Mineral-dealer,,,
OCC_RAW1841:male/o20/1994,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,1994,Minister,,,
OCC_RAW1841:male/o20/2,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2,Accountant,,,
OCC_RAW1841:male/o20/2000,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2000,Modeller,,,
OCC_RAW1841:male/o20/2004,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2004,Mop-maker,,,
OCC_RAW1841:male/o20/2007,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2007,Morocco leather Manufacture,,,
OCC_RAW1841:male/o20/201,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,201,Blacksmith,,,
OCC_RAW1841:male/o20/2015,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2015,Moulder (branch not specified),,,
OCC_RAW1841:male/o20/2017,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2017,Mould-maker (all branches),,,
OCC_RAW1841:male/o20/2020,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2020,Music Copyist,,,
OCC_RAW1841:male/o20/2022,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2022,Music Engraver and Printer,,,
OCC_RAW1841:male/o20/2024,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2024,Music Seller and Publisher,,,
OCC_RAW1841:male/o20/2026,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2026,Musical Instrument-maker (all branches),,,
OCC_RAW1841:male/o20/2029,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2029,Musical String-maker,,,
OCC_RAW1841:male/o20/2033,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2033,Musician and Organist,,,
OCC_RAW1841:male/o20/204,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,204,Bladder-dealer and Merchant,,,
OCC_RAW1841:male/o20/2042,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2042,Muslin Agent and Dealer,,,
OCC_RAW1841:male/o20/2045,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2045,Muslin Embroiderer,,,
OCC_RAW1841:male/o20/2052,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2052,Muslin-manufacture (all branches),,,
OCC_RAW1841:male/o20/2058,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2058,Mustard-manufacture,,,
OCC_RAW1841:male/o20/2067,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2067,Nail-manufacture (all branches),,,
OCC_RAW1841:male/o20/2074,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2074,Naturalist,,,
OCC_RAW1841:male/o20/2075,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2075,Nautical Instrument-maker,,,
OCC_RAW1841:male/o20/2077,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2077,Navy (seamen on shore),,,
OCC_RAW1841:male/o20/2078,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2078,Navy Agent,,,
OCC_RAW1841:male/o20/208,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,208,Blade-maker and Forger,,,
OCC_RAW1841:male/o20/2080,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2080,Navy, Half-pay,,,
OCC_RAW1841:male/o20/2085,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2085,Needle-manufacture (all branches),,,
OCC_RAW1841:male/o20/2093,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2093,Net-maker,,,
OCC_RAW1841:male/o20/210,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,210,Bleacher (branch not specified),,,
OCC_RAW1841:male/o20/2105,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2105,News Agent and Vender,,,
OCC_RAW1841:male/o20/211,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,211,Blind-maker,,,
OCC_RAW1841:male/o20/2116,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2116,Newspaper Editor, Proprietor, and Reporter,,,
OCC_RAW1841:male/o20/2130,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2130,Notary and Proctor,,,
OCC_RAW1841:male/o20/2132,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2132,Nurse,,,
OCC_RAW1841:male/o20/2134,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2134,Nurseryman and Florist,,,
OCC_RAW1841:male/o20/2137,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2137,Oculist,,,
OCC_RAW1841:male/o20/2138,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2138,Oil and Colourman,,,
OCC_RAW1841:male/o20/2144,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2144,Oil Merchant,,,
OCC_RAW1841:male/o20/2156,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2156,Oil-miller,,,
OCC_RAW1841:male/o20/2158,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2158,Optician,,,
OCC_RAW1841:male/o20/2165,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2165,Organ-builder,,,
OCC_RAW1841:male/o20/2167,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2167,Ormolu-maker,,,
OCC_RAW1841:male/o20/217,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,217,Block and Printer-cutter,,,
OCC_RAW1841:male/o20/2172,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2172,Ornament-maker,,,
OCC_RAW1841:male/o20/2174,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2174,Ornithologist,,,
OCC_RAW1841:male/o20/2178,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2178,Oven-maker,,,
OCC_RAW1841:male/o20/218,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,218,Block, Mast, and Oar-maker,,,
OCC_RAW1841:male/o20/2182,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2182,Packer and Presser,,,
OCC_RAW1841:male/o20/2191,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2191,Painter, Herald,,,
OCC_RAW1841:male/o20/2192,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2192,Painter, Plumber, and Glazier,,,
OCC_RAW1841:male/o20/2194,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2194,Pan-maker,,,
OCC_RAW1841:male/o20/2196,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2196,Pansmith (Salt),,,
OCC_RAW1841:male/o20/2199,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2199,Paper Box-maker,,,
OCC_RAW1841:male/o20/2208,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2208,Paper Ruler,,,
OCC_RAW1841:male/o20/2209,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2209,Paper Stainer,,,
OCC_RAW1841:male/o20/2210,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2210,Paper, Merchant and Dealer,,,
OCC_RAW1841:male/o20/2214,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2214,Paper-maker,,,
OCC_RAW1841:male/o20/2216,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2216,Paper-manufacture (all branches),,,
OCC_RAW1841:male/o20/2218,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2218,Papier-mache Manufacture,,,
OCC_RAW1841:male/o20/2222,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2222,Parchment-maker and Dealer,,,
OCC_RAW1841:male/o20/2223,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2223,Parliamentary Agent,,,
OCC_RAW1841:male/o20/2227,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2227,Parochial, Church, and Corporation Officer,,,
OCC_RAW1841:male/o20/2230,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2230,Paste-board-maker,,,
OCC_RAW1841:male/o20/2234,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2234,Pastry-cook and Confectioner,,,
OCC_RAW1841:male/o20/2235,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2235,Patten and Clog-maker,,,
OCC_RAW1841:male/o20/2243,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2243,Pattern-card-maker,,,
OCC_RAW1841:male/o20/2247,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,2247,Pattern-designer and Maker,,,
